manual_geocode_id,CONTROL,TESTERID,HSITEAD,HSITETYP,HUNITNO,HCITY,HSTATE,HZIP,lat,long,blockgroup_geoid,block_geoid,distance_km,flag_class,manual_lat,manual_long,manual_source,manual_notes,review_complete,drop_row
NY-SB-0808-1 | NY008 | 2025 Broadway/Nevada Towers | New York | NY | ,NY-SB-0808-1,NY008,2025 Broadway/Nevada Towers,,#3G,New York,NY,,40.77656321,-73.98219983,3.6061E+11,3.6061E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: slash-separated address content,,
OC-SA-2310-1 | OC052 | 223 1/2 34th St. | Newport Beach | CA | 92663,OC-SA-2310-1,OC052,223 1/2 34th St.,,,Newport Beach,CA,92663,33.61601469,-117.9333134,60590635003,6.05906E+13,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: slash-separated address content,,
PD-SB-0602-1 | PD025 | Lot 65 Union Street | West Chester Boro | PA | 19382,PD-SB-0602-1,PD025,Lot 65 Union Street,,,West Chester Boro,PA,19382,39.95798965,-75.60051862,4.20293E+11,4.20293E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: lot number mixed into address,,
"PD-SH-0902-1 | PD013 | 1974 King Arthur Rd, Philadelphia, PA 19116 | Philadelphia | PA | ",PD-SH-0902-1,PD013,"1974 King Arthur Rd, Philadelphia, PA 19116",,,Philadelphia,PA,,40.09920598,-75.018784,4.2101E+11,4.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: contains city/state/ZIP inside HSITEAD; two separated house-number tokens,,
"PD-SH-0902-1 | PD013 | 610 Whitney St, Philadelphia, PA 19116 | Philadelphia | PA | 19116",PD-SH-0902-1,PD013,"610 Whitney St, Philadelphia, PA 19116",,,Philadelphia,PA,19116,40.1303033,-75.00909201,4.2101E+11,4.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: contains city/state/ZIP inside HSITEAD; two separated house-number tokens,,
"PD-SH-0902-1 | PD013 | 857 Morefield Rd, Philadelphia, PA 19115 | Philadelphia | -1 | 19115",PD-SH-0902-1,PD013,"857 Morefield Rd, Philadelphia, PA 19115",,,Philadelphia,-1,19115,40.10394885,-75.0433203,4.2101E+11,4.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: contains city/state/ZIP inside HSITEAD; two separated house-number tokens,,
RM-SB-2701-1 | RM078 | Oakleys Rd (Florence layout) | Henrico | VA | 23231,RM-SB-2701-1,RM078,Oakleys Rd (Florence layout),,,Henrico,VA,23231,37.4910118,-77.3537547,5.10872E+11,5.10872E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: model/layout text mixed into address,,
RM-SB-2701-1 | RM078 | model - office house (Palermo layout) | Henrico | VA | 23231,RM-SB-2701-1,RM078,model - office house (Palermo layout),,,Henrico,VA,23231,37.4910118,-77.3537547,5.10872E+11,5.10872E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: model/layout text mixed into address,,
RM-SB-2701-1 | RM078 | model -Cedar Run Rd (the Venice Layout) | Henrico | VA | 23231,RM-SB-2701-1,RM078,model -Cedar Run Rd (the Venice Layout),,,Henrico,VA,23231,37.4910118,-77.3537547,5.10872E+11,5.10872E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: model/layout text mixed into address,,
RM-SB-3212-1 | RM032 | 618 (Lot 46) Yellowstone Drive | Hopewell | VA | 23860,RM-SB-3212-1,RM032,618 (Lot 46) Yellowstone Drive,,,Hopewell,VA,23860,37.28545461,-77.32709295,5.16708E+11,5.16708E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: lot number mixed into address,,
RM-SB-3212-1 | RM032 | Lot 56 Shenandoah Circle | Hopewell | VA | 23860,RM-SB-3212-1,RM032,Lot 56 Shenandoah Circle,,,Hopewell,VA,23860,37.2843503,-77.3280322,5.16708E+11,5.16708E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: lot number mixed into address,,
"RS-SB-0959-1 | RS003 | 14363 Chantry Dr., Moreno Valley, Ca 92553 | Moreno Valley | CA | 92553",RS-SB-0959-1,RS003,"14363 Chantry Dr., Moreno Valley, Ca 92553",,,Moreno Valley,CA,92553,33.91155854,-117.212781,60650425172,6.06504E+13,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: contains city/state/ZIP inside HSITEAD; two separated house-number tokens,,
"RS-SB-1207-1 | RS003 | 12965 Susanville Street, Hesperia, Ca 92344-5532 | No | CA | 92344",RS-SB-1207-1,RS003,"12965 Susanville Street, Hesperia, Ca 92344-5532",,,No,CA,92344,34.41026895,-117.3803876,60710100172,6.07101E+13,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: contains city/state/ZIP inside HSITEAD; two separated house-number tokens,,
"RS-SB-1207-1 | RS003 | 9090 Seal Beach Drive, Hisperia, Ca 92344-5508 | No | CA | 92344",RS-SB-1207-1,RS003,"9090 Seal Beach Drive, Hisperia, Ca 92344-5508",,,No,CA,92344,34.41582558,-117.3796787,60710100172,6.07101E+13,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: contains city/state/ZIP inside HSITEAD; two separated house-number tokens,,
TP-SA-5307-1 | TP068 | Lot 147 | Trinity | FL | 34655,TP-SA-5307-1,TP068,Lot 147,,,Trinity,FL,34655,28.1854979,-82.6772581,1.2101E+11,1.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: lot number mixed into address,,
TP-SB-0405-1 | TP083 | 103 West Davis / Davis Island | Tampa | FL | ,TP-SB-0405-1,TP083,103 West Davis / Davis Island,,,Tampa,FL,,27.92946647,-82.4565285,1.2057E+11,1.2057E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: slash-separated address content,,
"TP-SB-1103-1 | TP083 | Lot 123/ Castleberry  ""AA "" | Spring Hill | FL | 34610",TP-SB-1103-1,TP083,"Lot 123/ Castleberry  ""AA """,,,Spring Hill,FL,34610,28.3900837,-82.540665,1.2101E+11,1.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: lot number mixed into address; slash-separated address content,,
"TP-SB-1103-1 | TP083 | Lot125/ Chelsea ""A"" | Spring Hill | FL | 34610",TP-SB-1103-1,TP083,"Lot125/ Chelsea ""A""",,,Spring Hill,FL,34610,28.3900837,-82.540665,1.2101E+11,1.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: slash-separated address content,,
TP-SB-1103-1 | TP083 | Model home/ Castleberry model | Spring Hill | FL | 34610,TP-SB-1103-1,TP083,Model home/ Castleberry model,,,Spring Hill,FL,34610,28.3900837,-82.540665,1.2101E+11,1.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: model/layout text mixed into address,,
TP-SB-1103-1 | TP083 | Model home/Brookland model | Spring Hill | FL | 34610,TP-SB-1103-1,TP083,Model home/Brookland model,,,Spring Hill,FL,34610,28.3900837,-82.540665,1.2101E+11,1.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: model/layout text mixed into address,,
TP-SB-1103-1 | TP083 | Model home/Chelsea model | Spring Hill | FL | 34610,TP-SB-1103-1,TP083,Model home/Chelsea model,,,Spring Hill,FL,34610,28.3900837,-82.540665,1.2101E+11,1.2101E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: model/layout text mixed into address,,
"TP-SB-1204-1 | TP017 | 5079 Jasmine Way Palm Harbor, Fl 34685 | Palm Harbor | FL | 34685",TP-SB-1204-1,TP017,"5079 Jasmine Way Palm Harbor, Fl 34685",,,Palm Harbor,FL,34685,28.12404429,-82.71633246,1.2103E+11,1.2103E+14,,High-confidence multi-address review candidate,,,,high_conf_multi_address_rule: two separated house-number tokens,,
