"STOTUNIT","APRACE","CONTROL","SEQUENCE.x","month","HCITY","ARELATE2","HHMTYPE","SAPPTAM","TSEX.x","THHEGAI","TPEGAI","THIGHEDU","TCURTENR","ALGNCUR","AELNG1","DPMTEXP","AMOVERS","age","ALEASETP","ACAROWN","w2012pc_Ad","b2012pc_Ad","a2012pc_Ad","hisp2012pc_Ad","logAdPrice","SAVLBAD","HZIP","HSITEAD","zip_Ad"
7,"2","ST-SB-3810-1",1,5,"Seattle",2,3,2,0,"5","5","11",1,7,8,"1","2",54,"2","1",0.83864118895966,0.0155697098372258,0.101203113941967,0.0445859872611465,12.9115213511148,6,"98107","1419A NW 60th St",NA
1,"1","ST-SB-3812-1",1,5,"Seattle",2,1,1,0,"4","4","9",1,3,2,"3","4",28,"1","1",0.947019867549669,0,0,0,13.4224694513351,1,"98166","3828 Chilberg Place SW",NA
4,"1","ST-SB-3812-1",2,5,"Seattle",2,1,1,0,"4","4","9",1,3,2,"3","4",28,"1","1",0.947019867549669,0,0,0,13.4224694513351,6,"98166","3828 Chilberg Place SW",NA
1,"2","ST-SB-3812-1",1,5,"seattle",2,1,2,0,"-1","-1","9",1,4,3,"2","2",26,"2","1",0.947019867549669,0,0,0,13.4224694513351,1,"98166","3828 chilberg place sw",NA
1,"1","ST-SB-3906-1",1,5,"Marysville",2,1,1,0,"4","4","9",1,4,4,"4","1",28,"1","1",0.718538565629229,0.0460081190798376,0.165087956698241,0.0703653585926928,12.5423698668371,1,"98270","8515 70th st ne","""98270"""
3,"1","ST-SB-3906-1",2,5,"Marysville",2,1,1,0,"4","4","9",1,4,4,"4","1",28,"1","1",0.718538565629229,0.0460081190798376,0.165087956698241,0.0703653585926928,12.5423698668371,6,"98270","8515 70th st ne","""98270"""
3,"2","ST-SB-3906-1",1,5,"Marysville",2,1,1,0,"-1","-1","9",1,5,4,"2","2",26,"2","1",0.718538565629229,0.0460081190798376,0.165087956698241,0.0703653585926928,12.5423698668371,1,"98270","8515 70th Street Northeast","""98270"""
3,"2","ST-SB-3906-1",1,5,"lake stevens",2,1,1,0,"-1","-1","9",1,5,4,"2","2",26,"2","1",0.851706522346007,0.014556040778102,0.0247452693227733,0.0756914120461302,12.5423698668371,1,"98208","9327 4th st se",NA
1,"1","ST-SB-3922-1",1,5,"Shoreline",2,1,1,0,"4","4","9",2,5,5,"4","1",45,"2","1",0.900783289817232,0.0417754569190601,0.0417754569190601,0,12.8713371932914,1,"98177","19532 8th Avenue NW","""98177"""
1,"2","ST-SB-3922-1",1,5,"Seattle",2,1,1,0,"8","2","9",2,7,7,"1","3",64,"2","1",0.900783289817232,0.0417754569190601,0.0417754569190601,0,12.8713371932914,1,"98115","19532 8th Ave NW","""98177"""
1,"1","ST-SB-4001-1",1,6,"Edmonds",2,4,2,0,"4","4","9",2,6,8,"4","2",45,"1","1",0.979428571428571,0,0.0205714285714286,0,12.3425727521594,1,"98020","500 Elm Way","""98020"""
1,"2","ST-SB-4001-1",1,6,"Edmonds",2,4,1,0,"8","2","9",2,7,8,"1","3",64,"2","1",0.979428571428571,0,0.0205714285714286,0,12.3456215217301,1,"98020","500 Elm Way","""98020"""
1,"1","ST-SB-4002-1",2,6,"kent",2,1,2,0,"4","4","9",1,4,2,"3","3",28,"2","1",0.872017353579176,0.0911062906724512,0.0368763557483731,0,12.7036640824852,1,"98030","27119 106th ave se","""98030"""
0,"1","ST-SB-4002-1",1,6,"kent",2,1,2,0,"4","4","9",1,4,2,"3","3",28,"2","1",0.872017353579176,0.0911062906724512,0.0368763557483731,0,12.7036640824852,3,"98030","27119 106th ave se","""98030"""
1,"1","ST-SB-4008-1",1,6,"shoreline",2,1,1,0,"4","4","9",1,4,2,"3","3",28,"2","1",0.530685920577617,0.0505415162454874,0.270758122743682,0,13.0689647103796,1,"98155","2330 n 156th place","""98133"""
3,"1","ST-SB-4008-1",2,6,"shoreline",2,1,1,0,"4","4","9",1,4,2,"3","3",28,"2","1",0.530685920577617,0.0505415162454874,0.270758122743682,0,13.0689647103796,6,"98155","2330 n 156th place","""98133"""
1,"2","ST-SB-4008-1",1,5,"shoreline",2,1,1,0,"-1","-1","9",1,5,4,"2","2",26,"2","1",0.530685920577617,0.0505415162454874,0.270758122743682,0,13.0689647103796,1,"98133","2330 n 156th pl","""98133"""
1,"1","ST-SB-4010-1",1,6,"Bothell",2,1,1,0,"4","4","9",2,5,6,"4","2",45,"2","1",0.793103448275862,0.00663129973474801,0.147214854111406,0.00795755968169761,12.5243481789543,1,"98012","16531 2nd Park SE","""98012"""
3,"1","ST-SB-4101-1",1,6,"Seattle",3,1,2,0,"4","4","9",2,4,5,"4","3",45,"2","1",0.615266584550534,0.051172707561795,0.279317695441465,0.0234541576324894,12.7038160692566,1,"98125","11312 20th Ave NE","""98125"""
1,"1","ST-SB-4102-1",1,6,"lynnwood",3,1,2,0,"4","4","9",1,2,3,"4","4",28,"2","1",0.436279067093737,0.047546012561632,0.244604733095735,0.253834357385487,12.2058276155128,1,"98087","13217 33rd pl #w",NA
3,"2","ST-SB-4102-1",1,6,"Lynnwood",3,4,1,0,"-1","-1","9",1,4,4,"2","2",26,"2","1",0.436279067093737,0.047546012561632,0.244604733095735,0.253834357385487,12.2058276155128,1,"98087","13217 33rd Pl",NA
4,"2","ST-SB-4104-1",2,6,"Marysville",2,1,2,0,"5","5","11",1,7,3,"4","9",54,"2","1",0.79166278335589,0.0365853661114416,0.111111111894008,0.0514905152679549,13.7101511534169,1,"98270","7808 44th St NE","""98270"""
3,"2","ST-SB-4104-1",1,6,"Marysville",2,1,2,0,"5","5","11",1,7,3,"4","9",54,"2","1",0.79166278335589,0.0365853661114416,0.111111111894008,0.0514905152679549,13.7101511534169,6,"98270","7808 44th St NE","""98270"""
5,"1","ST-SB-4108-1",1,6,"Bellevue",1,4,2,0,"4","4","9",2,4,5,"1","3",45,"2","1",0.475555555555556,0,0.432592592592593,0.0592592592592593,12.0979360579256,1,"98005","701 122nd ave ne",NA
5,"1","ST-SB-4108-1",1,6,"Bellevue",1,4,2,0,"4","4","9",2,4,5,"1","3",45,"2","1",0.475555555555556,0,0.432592592592593,0.0592592592592593,12.0979360579256,1,"98005","701 122nd ave ne",NA
2,"2","ST-SB-4108-1",1,6,"Bellevue",1,4,1,0,"8","2","9",2,7,8,"4","2",64,"2","1",0.811034482758621,0.0262068965517241,0.102068965517241,0.0386206896551724,12.1781925834156,1,"98033","701 122nd",NA
0,"1","ST-SB-4213-1",2,6,"Seattle",3,1,1,0,"4","4","9",1,3,2,"3","6",28,"1","1",0.258134490238612,0.45119305856833,0.249457700650759,0,12.5061809416774,6,"98004","3113 Sw Raymond St","""98126"""
3,"1","ST-SB-4213-1",1,6,"Seattle",3,1,2,0,"4","4","9",1,3,2,"3","6",28,"1","1",0.258134490238612,0.45119305856833,0.249457700650759,0,12.5061809416774,1,"98004","3113 Sw Raymond St","""98126"""
3,"2","ST-SB-4213-1",1,6,"Seattle",3,1,1,0,"-1","-1","9",1,3,2,"2","2",26,"2","1",0.258134490238612,0.45119305856833,0.249457700650759,0,12.5061809416774,1,"98126","3113 SW Raymond St","""98126"""
5,"2","ST-SB-9703-1",1,8,"Tacoma",2,4,1,0,"-1","-1","9",1,3,3,"1","2",32,"1","1",0.865116279069767,0.0418604651162791,0.0674418604651163,0,12.6571514495987,1,"98042","1705 Dock Street",NA
25,"1","ST-SB-9705-1",1,12,"Tacoma",2,4,2,0,"3","3","9",1,3,3,"3","7",28,"2","1",0.673756000179856,0.122621567592936,0.0380549692529802,0.0528541239624725,12.6113744069647,1,"98402","1501 Tacoma Ave S",NA
-3,"3","ST-SH-0410-1",1,10,"Seattle",2,4,2,0,"2","2","9",1,4,2,"3","1",26,"1","1",0.619813150267745,0.110641893387053,0.149493245263422,0.0853040552068116,12.1807599657379,1,"98122","1832 11th Ave",NA
2,"3","ST-SH-0501-1",1,9,"Seattle",2,4,2,0,"5","1","9",1,4,4,"1","1",31,"1","1",0.854785478547855,0,0.0484048404840484,0.0968096809680968,12.959846800845,1,"98102","1014 East Roy Street",NA
1,"1","ST-SH-0701-1",1,10,"Covington",2,1,1,0,"-1","-1","-1",1,5,3,"3","7",43,"1","1",0.715789473684211,0.0505263157894737,0.162105263157895,0.0378947368421053,12.4874888785461,1,"98042","15518 SE 252nd Place","""98042"""
4,"1","ST-SH-3112-1",1,4,"Lynnwood",2,1,1,1,"2","2","4",1,3,2,"2","7",23,"1","1",0.802325581395349,0.0891472868217054,0.0348837209302326,0.0348837209302326,12.5423698668371,1,"98037","5927 166th Place SW","""98037"""
5,"1","ST-SH-3116-1",2,4,"Redmond",2,1,2,0,"4","4","9",1,3,2,"3","2",28,"2","1",0.718343195266272,0,0.253254437869822,0.0284023668639053,13.3847291803322,1,"98053","1123 Redmond-Fall City Rd NE","""98053"""
1,"1","ST-SH-3116-1",1,4,"Redmond",2,1,1,0,"4","4","9",1,3,2,"3","2",28,"2","1",0.718343195266272,0,0.253254437869822,0.0284023668639053,13.3847291803322,1,"98053","1123 Redmond-Fall City Rd NE","""98053"""
1,"1","ST-SH-3304-1",1,4,"Federal Way",2,1,1,0,"4","4","9",1,3,2,"3","8",28,"1","1",0.723249357601713,0.0557168715203426,0.161076597430407,0.0342612419700214,12.7655484236647,1,"98023","1089 sw 330th Ct","""98023"""
1,"3","ST-SH-3304-1",1,4,"Federal Way",2,1,2,0,"3","3","7",1,3,2,"4","1",33,"2","1",0.723249357601713,0.0557168715203426,0.161076597430407,0.0342612419700214,12.7655484236647,1,"98023","1089 SW 330th Ct","""98023"""
4,"1","ST-SH-3506-1",1,4,"Seattle",2,2,2,0,"1","1","9",1,4,6,"3","4",40,"1","1",0.901591895803184,0.020260492040521,0.0434153400868307,0,13.7045801145748,1,"98116","1320 Alki Ave SW","""98116"""
7,"1","ST-SH-3507-1",2,4,"Lynnwood",2,1,2,0,"4","4","9",1,4,2,"3","5",28,"1","1",0.710294117647059,0,0.191176470588235,0.0808823529411765,15.0564903770202,6,"98036","20616 11th Ave W","""98036"""
1,"1","ST-SH-3507-1",1,4,"Lynnwood",2,1,1,0,"4","4","9",1,4,2,"3","5",28,"1","1",0.710294117647059,0,0.191176470588235,0.0808823529411765,15.0564903770202,1,"98036","20616 11th Ave W","""98036"""
1,"3","ST-SH-3507-1",1,4,"Lynnwood",2,1,2,0,"3","3","7",1,5,4,"4","2",33,"2","1",0.710294117647059,0,0.191176470588235,0.0808823529411765,12.75390788593,1,"98036","20616 11th Avenue W","""98036"""
1,"3","ST-SH-3509-1",1,5,"Seattle",2,1,1,0,"3","3","7",1,5,4,"4","2",33,"2","1",0.726315789473684,0.117543859649123,0.0771929824561404,0,12.8736481397276,1,"98199","3436 23rd Avenue W","""98199"""
2,"1","ST-SH-3611-1",1,5,"Issaquah",2,4,1,0,"4","4","9",1,3,4,"1","2",28,"1","1",0.878896882494005,0.0143884892086331,0.106714628297362,0,12.6915835382302,1,"98027","1000 Cabin Creek Ln",NA
2,"3","ST-SH-3611-1",1,5,"Issaquah",2,4,2,0,"3","3","7",1,4,3,"4","1",33,"2","1",0.878896882494005,0.0143884892086331,0.106714628297362,0,12.6915835382302,1,"98027","1000 Cabin Creek Ln SW",NA
1,"1","ST-SH-3612-1",1,5,"Bellevue",2,4,2,1,"2","2","4",1,3,2,"2","7",23,"1","1",0.668763102725367,0.0230607966457023,0.268343815513627,0.0188679245283019,12.2058276155128,1,"98005","2720 118th Avenue SE",NA
1,"3","ST-SH-3614-1",1,5,"Seattle",2,1,2,0,"2","2","9",1,4,2,"3","2",26,"2","1",0.929078014184397,0,0.0549645390070922,0,12.959729147142,1,"98125","11345 36th Avenue NE","""98125"""
3,"1","ST-SH-3622-1",1,5,"Seattle",2,2,2,0,"1","1","9",1,5,5,"3","1",40,"1","1",0.450316509159052,0.05518928440272,0.399570416779887,0.059602648611903,12.5425484535736,1,"98108","5338 16th Ave S",NA
3,"1","ST-SH-3701-1",1,5,"Seattle",2,1,2,0,"1","1","9",1,5,6,"3","4",40,"1","1",0.947019867549669,0,0,0,13.6518156431491,1,"98116","4234 Beach Dr SW","""98116"""
2,"1","ST-SH-3801-1",1,5,"Snohomish",3,1,1,0,"1","1","9",1,4,4,"3","2",40,"1","1",0.972136222910217,0,0,0.0278637770897833,12.9480123712091,1,"98290","17729 W Flowing Lake Rd","""98290"""
1,"1","ST-SH-3806-1",1,5,"Federal Way",2,1,2,0,"1","1","9",1,4,6,"2","3",40,"1","1",0.490119329301724,0.115569379447113,0.173333335837037,0.184444447108642,12.2500943156245,1,"98003","515 S 331st Pl","""98003"""
5,"3","ST-SH-3806-1",1,5,"Federal Way",2,1,1,0,"4","1","9",1,5,7,"1","2",43,"1","1",0.490119329301724,0.115569379447113,0.173333335837037,0.184444447108642,12.2500943156245,1,"98003","515 S 331 Place","""98003"""
1,"1","ST-SH-4004-1",1,6,"North Bend",2,1,2,0,"4","4","9",1,3,4,"3","2",28,"2","1",0.974643423137876,0,0,0,13.0710721882777,1,"98045","43303 SE 149th St",NA
4,"1","ST-SH-4004-1",2,6,"North Bend",2,1,1,0,"4","4","9",1,3,4,"3","2",28,"2","1",0.974643423137876,0,0,0,13.0710721882777,1,"98045","43303 SE 149th St",NA
1,"1","ST-SH-4005-1",2,6,"Kent",2,1,2,0,"4","4","9",1,4,3,"2","2",28,"2","1",0.872017353579176,0.0911062906724512,0.0368763557483731,0,12.7036640824852,1,"98030","27119 106th Ave SE","""98030"""
1,"1","ST-SH-4005-1",1,5,"Kent",2,1,1,0,"4","4","9",1,4,3,"2","2",28,"2","1",0.872017353579176,0.0911062906724512,0.0368763557483731,0,12.7036640824852,1,"98030","27119 106th Ave SE","""98030"""
2,"1","ST-SH-4006-1",1,6,"Lynnwood",2,1,2,0,"4","4","9",1,4,3,"4","2",28,"2","1",0.523255813953488,0.0209302325581395,0.251162790697674,0.0930232558139535,12.4088134695242,1,"98087","14314 19th pl w",NA
2,"1","ST-SH-4101-1",1,6,"Mill Creek",2,3,2,0,"1","1","9",1,4,6,"3","2",40,"2","1",0.747111229452483,0.0453230481258061,0.107276424441204,0.0559305700275905,12.7143981465923,1,"98012","13824 N Creek Dr SE #1101","""98012"""
6,"3","ST-SH-4101-1",1,6,"Mill Creek",2,3,1,0,"4","1","9",1,7,6,"1","6",43,"2","1",0.747111229452483,0.0453230481258061,0.107276424441204,0.0559305700275905,12.7143981465923,1,"98012","13824 N Creek Dr",NA
2,"1","ST-SH-4104-1",1,6,"Snohomish",2,1,1,0,"4","4","9",1,4,2,"2","1",28,"2","1",0.87962962962963,0,0.0899470899470899,0,12.8345506297482,2,"98296","12728 69th Dr Se","""98296"""
0,"1","ST-SH-4104-1",2,6,"Snohomish",2,1,1,0,"4","4","9",1,4,2,"2","1",28,"2","1",0.87962962962963,0,0.0899470899470899,0,12.8345506297482,6,"98296","12728 69th Dr Se","""98296"""
1,"3","ST-SH-4107-1",1,6,"Bellevue",2,1,1,0,"4","1","9",1,7,8,"4","2",43,"2","1",0.652173913043478,0.0217391304347826,0.289855072463768,0.0169082125603865,13.7101511534169,1,"98005","12429 SE 25th Place","""98005"""
0,"1","ST-SH-4114-1",2,6,"mill creek",2,1,1,0,"4","4","9",1,4,4,"3","2",28,"2","1",0.368965517241379,0,0.575862068965517,0.0189655172413793,12.8185546330461,6,"98012","14107 42nd ave","""98012"""
1,"1","ST-SH-4114-1",1,6,"mill creek",2,1,1,0,"4","4","9",1,4,4,"3","2",28,"2","1",0.368965517241379,0,0.575862068965517,0.0189655172413793,12.8185546330461,1,"98012","14107 42nd ave","""98012"""
0,"3","ST-SH-4114-1",2,6,"MILL CREEK",2,1,2,0,"2","2","9",1,5,3,"2","2",26,"2","1",0.368965517241379,0,0.575862068965517,0.0189655172413793,12.8185546330461,6,"98012","14107 42nd Avenue SE","""98012"""
0,"3","ST-SH-4114-1",2,6,"Mill Creek",2,-1,2,0,"2","2","9",1,5,3,"2","2",26,"2","1",0.368965517241379,0,0.575862068965517,0.0189655172413793,12.8185546330461,6,"98012","14107 42nd Avenue SE","""98012"""
1,"3","ST-SH-4114-1",1,6,"MILL CREEK",2,1,2,0,"2","2","9",1,5,3,"2","2",26,"2","1",0.368965517241379,0,0.575862068965517,0.0189655172413793,12.8185546330461,1,"98012","14107 42nd Avenue SE","""98012"""
1,"3","ST-SH-4114-1",1,6,"Mill Creek",2,-1,2,0,"2","2","9",1,5,3,"2","2",26,"2","1",0.368965517241379,0,0.575862068965517,0.0189655172413793,12.8185546330461,1,"98012","14107 42nd Avenue SE","""98012"""
1,"1","ST-SH-4123-1",1,6,"bellevue",2,1,2,0,"4","4","9",1,5,3,"2","3",28,"2","1",0.818487394957983,0,0.181512605042017,0,13.3847291803322,1,"98006","14328 se 50th st",NA
3,"1","ST-SH-4201-1",1,6,"Seattle",2,1,1,0,"4","4","9",2,5,3,"3","2",45,"1","1",0.966804979253112,0,0.012448132780083,0,13.5528475488771,1,"98105","4551 NE 41st ST","""98105"""
5,"3","ST-SH-4201-1",1,6,"Seattle",2,1,2,0,"4","1","9",1,6,5,"4","6",43,"2","1",0.966804979253112,0,0.012448132780083,0,13.5528475488771,-1,"98105","4551 NE 41st St","""98105"""
2,"1","ST-SH-4207-1",1,6,"North Bend",2,1,2,0,"4","4","9",2,4,5,"4","2",45,"2","1",0.900452488687783,0,0.0769230769230769,0,13.3046032641967,1,"98045","44518 SE 166th St",NA
4,"3","ST-SH-4217-1",1,6,"Lake Stevens",2,1,1,0,"4","1","9",1,4,6,"1","6",43,"2","1",0.982300884955752,0,0.0176991150442478,0,12.3236378796918,1,"98258","11405 84th St NE","""98258"""
3,"3","ST-SH-4219-1",1,6,"Seattle",2,4,1,0,"4","1","9",1,6,7,"1","2",43,"2","1",0.890123456790124,0.0123456790123457,0.0604938271604938,0.0185185185185185,13.6739481457156,1,"98112","2330 43rd Ave NE",NA
1,"3","ST-SH-4303-1",1,6,"Seattle",2,1,1,0,"4","1","9",1,6,6,"1","6",43,"2","1",0.834701055099648,0.0304806565064478,0.0211019929660023,0.0527549824150059,12.9237929193432,1,"98117","9701 1st Avenue NW","""98117"""
1,"1","ST-SH-4307-1",1,6,"Seattle",2,1,1,0,"4","4","9",2,6,6,"3","2",45,"2","1",0.944812362030905,0,0,0.0551876379690949,12.9456285855363,1,"98146","10263 37th Place Sw","""98146"""
1,"3","ST-SH-4307-1",1,6,"Seattle",2,1,2,0,"4","1","9",1,7,7,"1","2",43,"2","1",0.944812362030905,0,0,0.0551876379690949,12.9456285855363,1,"98146","10263 37th Pl SW","""98146"""
1,"3","ST-SH-4316-1",1,6,"Seattle",2,3,1,0,"4","1","9",1,6,6,"1","3",43,"2","1",0.741372249771781,0.0643127357950796,0.0291195558222491,0.165195458610891,12.428776100016,1,"98116","2110 California Ave SW",NA
2,"3","ST-SH-4320-1",1,6,"Bothell",2,1,1,0,"4","1","9",1,7,7,"1","6",43,"2","1",0.510471204188482,0,0.454188481675393,0.0274869109947644,13.0170050839663,1,"98021","3908 221st Place SE","""98021"""
1,"3","ST-SH-4402-1",1,6,"Bellevue",2,1,1,0,"4","1","9",1,6,4,"1","6",43,"2","1",0.62751027546922,0.0255509546848824,0.251020404064973,0.0591836725031237,13.122265372602,1,"98008","2245 171st Ave NE","""98008"""
6,"3","ST-SH-4402-1",2,7,"Bellevue",2,1,1,0,"4","1","9",1,6,4,"1","6",43,"2","1",0.62751027546922,0.0255509546848824,0.251020404064973,0.0591836725031237,13.122265372602,6,"98008","2245 171st Ave NE","""98008"""
1,"1","ST-SH-4405-1",1,6,"Seattle",2,3,1,0,"1","1","9",1,5,6,"3","2",40,"1","1",0.368832835396253,0,0.265306125156185,0.303571431669096,12.7424227309261,1,"98114","2708 14th Ave S",NA
1,"3","ST-SH-4405-1",1,6,"Seattle",2,3,2,0,"4","1","9",1,6,5,"1","4",43,"2","1",0.368832835396253,0,0.265306125156185,0.303571431669096,12.6601723501522,1,"98114","2708B 14th Ave S",NA
5,"3","ST-SH-4405-1",2,7,"Seattle",2,3,1,0,"4","1","9",1,6,5,"1","4",43,"2","1",0.368832835396253,0,0.265306125156185,0.303571431669096,12.6601723501522,6,"98114","2708B 14th Ave S",NA
1,"1","ST-SH-4408-1",1,7,"Snohomish",2,1,2,0,"4","4","9",1,3,3,"3","3",28,"1","1",1,0,0,0,12.8345506297482,1,"98290","2701 145th Dr Se","""98290"""
1,"3","ST-SH-4408-1",1,6,"Snohomish",2,1,2,0,"2","2","9",1,5,3,"2","2",26,"2","1",1,0,0,0,12.8345506297482,1,"98290","2701 145th Drive Southeast","""98290"""
1,"1","ST-SH-4412-1",1,6,"Kirkland",2,1,2,0,"4","4","9",1,5,2,"2","7",28,"1","1",0.54739336492891,0,0.222748815165877,0.123222748815166,12.8967192021345,1,"98034","12326 107th place ne","""98034"""
0,"1","ST-SH-4412-1",2,7,"Kirkland",2,1,2,0,"4","4","9",1,5,2,"2","7",28,"1","1",0.54739336492891,0,0.222748815165877,0.123222748815166,12.8967192021345,6,"98034","12326 107th place ne","""98034"""
2,"1","ST-SH-4418-1",1,7,"Seattle",2,1,1,0,"1","1","9",1,5,5,"3","3",40,"2","1",0.793893129770992,0.0152671755725191,0.0854961832061069,0.0396946564885496,13.6865413143231,1,"98112","2465 E Lake Washington Blvd",NA
1,"3","ST-SH-4418-1",1,6,"Seattle",2,1,1,0,"4","1","9",1,6,10,"1","2",43,"2","1",0.793893129770992,0.0152671755725191,0.0854961832061069,0.0396946564885496,13.6865413143231,1,"98112","2465 E Lake Washington Blvd","""98112"""
3,"3","ST-SH-4418-1",2,7,"Seattle",2,1,2,0,"4","1","9",1,6,10,"1","2",43,"2","1",0.793893129770992,0.0152671755725191,0.0854961832061069,0.0396946564885496,13.6865413143231,6,"98112","2465 E Lake Washington Blvd","""98112"""
1,"1","ST-SH-4424-1",1,7,"Duvall",2,1,1,0,"4","4","9",1,4,3,"3","1",28,"2","1",0.848623853211009,0,0.0344036697247706,0.11697247706422,13.0805012588092,1,"98019","15709 278th Ave Ne","""98019"""
4,"1","ST-SH-4424-1",2,7,"Duvall",2,1,1,0,"4","4","9",1,4,3,"3","1",28,"2","1",0.848623853211009,0,0.0344036697247706,0.11697247706422,13.0805012588092,6,"98019","15709 278th Ave Ne","""98019"""
4,"1","ST-SH-4424-1",2,7,"Duvall",2,-1,1,0,"4","4","9",1,4,3,"3","1",28,"2","1",0.848623853211009,0,0.0344036697247706,0.11697247706422,13.0805012588092,6,"98019","15709 278th Ave NE","""98019"""
1,"1","ST-SH-4424-1",1,7,"Duvall",2,-1,1,0,"4","4","9",1,4,3,"3","1",28,"2","1",0.848623853211009,0,0.0344036697247706,0.11697247706422,13.0805012588092,1,"98019","15709 278th Ave NE","""98019"""
1,"3","ST-SH-4424-1",1,NA,"Duvall",2,1,2,0,"3","3","7",1,4,5,"2","2",33,"2","1",0.848623853211009,0,0.0344036697247706,0.11697247706422,13.0805012588092,1,"98019","15709 278th Avenue NE","""98019"""
1,"1","ST-SH-4504-1",1,7,"Redmond",2,1,1,0,"1","1","9",1,6,5,"3","2",40,"2","1",0.894039735099338,0,0.0562913907284768,0.0496688741721854,13.6739481457156,1,"98053","5382 242nd Pl. NE","""98053"""
1,"3","ST-SH-4504-1",1,7,"Redmond",2,1,1,0,"4","1","9",1,7,8,"1","6",43,"2","1",0.894039735099338,0,0.0562913907284768,0.0496688741721854,13.6739481457156,1,"98053","5382 242nd Place NE","""98053"""
1,"3","ST-SH-4505-1",1,7,"Woodinville",2,1,2,0,"4","1","9",1,6,6,"1","6",43,"2","1",0.733880422039859,0,0.253223915592028,0,12.6900438967856,1,"98072","21005 55th Ave SE","""98072"""
1,"3","ST-SH-4703-1",1,7,"Federal Way",2,1,2,0,"4","1","9",1,6,7,"1","6",43,"2","1",0.820063694267516,0,0.179936305732484,0,13.4516685633948,1,"98003","400 South 289th Street","""98003"""
2,"3","ST-SH-4717-1",1,7,"Seattle",2,3,2,0,"4","1","9",1,7,7,"1","6",43,"2","1",0.779411764705882,0,0.0588235294117647,0,13.5911174763121,1,"98199","3213 W Lynn St",NA
2,"3","ST-SH-4717-1",2,7,"Seattle",2,3,1,0,"4","1","9",1,7,7,"1","6",43,"2","1",0.779411764705882,0,0.0588235294117647,0,13.5911174763121,6,"98199","3213 W Lynn St",NA
5,"1","ST-SH-4806-1",1,7,"Mercer Island",2,3,1,0,"4","4","9",2,4,5,"3","5",45,"1","1",0.669623059866962,0,0.291574279379157,0,13.1183573640369,1,"98040","7623 SE 29th ST",NA
1,"3","ST-SH-4809-1",1,7,"Seattle",2,4,1,0,"4","1","9",1,7,9,"1","6",43,"2","1",0.861209964412811,0,0.0622775800711744,0.0569395017793594,12.8967192021345,1,"98105","3909 4th Ave NE",NA
1,"1","ST-SH-4828-1",1,7,"Seattle",2,4,2,0,"4","4","9",2,4,3,"3","2",45,"1","1",0.662965704626249,0.0600469073423173,0.185393264328999,0.0664794028654491,13.6518156431491,1,"98121","820 Blanchard St",NA
1,"3","ST-SH-4828-1",1,7,"Seattle",2,4,1,0,"4","1","9",1,6,6,"1","6",43,"2","1",0.662965704626249,0.0600469073423173,0.185393264328999,0.0664794028654491,13.6518156431491,1,NA,"820 Blanchard St",NA
12,"1","TP-SA-0107-1",1,8,"Seminole",3,4,2,0,"9","4","7",3,9,15,"1","5",49,"2","1",0.943683409436834,0,0.0289193302891933,0,11.6518261670192,6,"33777","10626 Longwood Dr",NA
12,"1","TP-SA-0107-1",1,8,"Seminole",3,1,2,0,"9","4","7",3,9,15,"1","5",49,"2","1",0.980769230769231,0,0,0.0192307692307692,11.6868871754197,6,"33777","8414 Iris Ave","""33777"""
12,"1","TP-SA-0107-1",1,8,"Largo",3,1,2,0,"9","4","7",3,9,15,"1","5",49,"2","1",0.942698706099815,0,0.0277264325323475,0,11.7280449090708,6,"33777","8372 Jacarnada Ave",NA
12,"1","TP-SA-0107-1",1,8,"33777",3,3,2,0,"9","4","7",3,9,15,"1","5",49,"2","1",0.946753246753247,0,0,0.0337662337662338,11.8494048444231,6,"33777","8985 Antigua Dr.","""33777"""
12,"1","TP-SA-0107-1",1,8,"Largo",3,1,2,0,"9","4","7",3,9,15,"1","5",49,"2","1",0.809443507588533,0.075885328836425,0.0404721753794266,0.0741989881956155,11.6868871754197,6,"33777","8692 92 Terrace",NA
NA,"4","TP-SA-0108-1",1,8,"Tampa",2,1,2,0,"8","4","6",2,4,6,"4","2",49,"2","1",0.773806874262859,0.0780286920712519,0,0.113777089959407,13.2516374705762,-1,"33618","2207  Climbing Ivy Dr","""33618"""
4,"1","TP-SA-0304-1",1,8,"Brandon",2,3,1,0,"-1","2","9",-1,2,4,"3","3",69,"1","1",0.62143057886908,0.0905448732459114,0.0276442312122473,0.1959134646781,11.8775060766049,1,"","2703 Isabella Valley Court","""33511"""
2,"4","TP-SA-0304-1",1,8,"Brandon",2,3,2,0,"8","4","6",2,4,6,"1","2",49,"1","1",0.62143057886908,0.0905448732459114,0.0276442312122473,0.1959134646781,11.8775060766049,1,"33511","1414 Ballard Green Place",NA
2,"4","TP-SA-0304-1",1,8,"Brandon",2,3,2,0,"8","4","6",2,4,6,"1","2",49,"1","1",0.62143057886908,0.0905448732459114,0.0276442312122473,0.1959134646781,11.8775060766049,1,"33511","2703 Isabella Valley Court","""33511"""
4,"1","TP-SA-0501-1",1,8,"Tampa",2,1,2,1,"1","1","7",2,3,3,"1","1",30,"2","1",0.721979330635155,0.182898722785428,0,0.0951219465794172,11.9177303551825,6,"33604","6001 n Otis ave",NA
